5
3
1
5
3
2
2
6
4
1
5
2
7
5
5
3
1
6
3
4
1
4
4
3
4
1
6
7
6
2
7
6
6
3
2
7
5
3
4
7
7
6
5
2
4
4
1
6
2
5
1
7
4
7
7
2
1
4
3
2
5
3
6
2
